0.000000000000000000e+00	0.000000000000000000e+00	6.043848945130227968e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.966924747256511896e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	4.027095026199773997e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.451150423254272459e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.470643840838721350e-01	4.027095026199773997e-01
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.083387948406926315e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.383327595022093459e-01	4.738080901179333448e-01	0.000000000000000000e+00	0.000000000000000000e+00	4.383327595022093459e-01	0.000000000000000000e+00	4.738080901179333448e-01
0.000000000000000000e+00	0.000000000000000000e+00	7.447274140414429366e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.454225493866671326e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.230216838143807667e-01	0.000000000000000000e+00	4.540941598947735858e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.328708332124107105e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.679041169203257966e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.328708332124107105e-01	4.679041169203257966e-01	4.328708332124107105e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	6.043848945130227968e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.966924747256511896e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	5.917408010779409144e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.917408010779409144e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.474355201110662206e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.683408969303660019e-01	2.499790309614398631e-01	0.000000000000000000e+00	2.900583748736879075e-01	0.000000000000000000e+00	5.801167497473758150e-01	0.000000000000000000e+00	2.683408969303660019e-01	2.200433741526444664e-01	0.000000000000000000e+00	0.000000000000000000e+00	2.900583748736879075e-01	0.000000000000000000e+00	2.683408969303660019e-01	0.000000000000000000e+00	2.900583748736879075e-01	0.000000000000000000e+00	0.000000000000000000e+00	2.900583748736879075e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.732640925405302346e-01	0.000000000000000000e+00	1.449627340911448514e-01	9.554401542342171039e-02	0.000000000000000000e+00	8.234204718313209437e-02	8.839036902904279236e-02	9.554401542342171039e-02	1.767807380580855847e-01	5.732640925405302346e-01	9.554401542342171039e-02	1.767807380580855847e-01	2.899254681822897028e-01	1.910880308468434208e-01	0.000000000000000000e+00	9.554401542342171039e-02	0.000000000000000000e+00	1.767807380580855847e-01	0.000000000000000000e+00	9.554401542342171039e-02	1.767807380580855847e-01	0.000000000000000000e+00	9.554401542342171039e-02	0.000000000000000000e+00	0.000000000000000000e+00	8.234204718313209437e-02	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	9.851333682904053757e-02	0.000000000000000000e+00	8.409528387879982025e-01	1.119155192567543450e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.970266736580810751e-01	0.000000000000000000e+00	1.298590266307835528e-01	3.895770798923506861e-01	1.119155192567543450e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.298590266307835528e-01	1.298590266307835528e-01	1.298590266307835528e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
